isbn,title,authors,publication_year,average_rating,ratings_count
140621679,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",1900,3.98,247521
000720230X,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,1951,3.96,250221
450031063,'Salem's Lot,Stephen King,1975,3.99,228680
679785892,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971,4.08,232489
1416975888,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011,4.46,307994
62268341,Yes Please,Amy Poehler,2014,3.81,251082
743477553,Othello,William Shakespeare,1603,3.88,238875
1400033411,Beloved,Toni Morrison,1987,3.77,233825
015206396X,"Graceling (Graceling Realm, #1)",Kristin Cashore,2008,4.1,281185
439206472,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",1999,3.89,275670
449213943,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",1929,3.92,249113
679805273,"Oh, The Places You'll Go!",Dr. Seuss,1990,4.34,257260
159463176X,And the Mountains Echoed,Khaled Hosseini,2012,4.03,199326
345404475,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968,4.08,223828
141439742,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",1838,3.85,230181
60652896,The Screwtape Letters,C.S. Lewis,1942,4.21,116277
525423273,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010,4.08,259479
7173040,How the Grinch Stole Christmas!,Dr. Seuss,1957,4.36,250602
1401207928,V for Vendetta,"Alan Moore, David   Lloyd",1990,4.25,210682
743223136,John Adams,David McCullough,2001,4.05,215780
553384287,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,2003,3.94,205986
679879250,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,1997,4.1,242503
439488400,"Stargirl (Stargirl, #1)",Jerry Spinelli,2000,3.74,237560
1423113381,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,2010,4.06,232791
441788386,Stranger in a Strange Land,Robert A. Heinlein,1961,3.91,220301
965904830,Dress Your Family in Corduroy and Denim,David Sedaris,2004,4.08,191923
141311371,The BFG,"Roald Dahl, Quentin Blake",1982,4.22,245855
076790818X,A Short History of Nearly Everything,Bill Bryson,2003,4.19,191535
439227143,The Call of the Wild,Jack London,1903,3.83,223932
385738773,"The Death Cure (Maze Runner, #3)",James Dashner,2011,3.77,223674
61142026,Stardust,Neil Gaiman,1999,4.07,237602
618485228,The Namesake,Jhumpa Lahiri,2003,3.96,184211
670022411,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011,3.99,226622
375704027,Norwegian Wood,"Haruki Murakami, Jay Rubin",1987,4.02,183988
446672211,Where the Heart Is,Billie Letts,1995,4,208333
525421580,"Will Grayson, Will Grayson","John Green, David Levithan",2010,3.84,236431
307276902,A Million Little Pieces,James Frey,2003,3.62,184241
1595141758,"Frostbite (Vampire Academy, #2)",Richelle Mead,2008,4.3,256745
307352145,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,4.04,202135
440439884,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,1960,3.8,236015
142437336,The Crucible,"Arthur Miller, Christopher Bigsby",1953,3.55,242980
689840926,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986,3.68,222553
076531178X,"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006,4.43,208944
451528956,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,3.79,223535
679889108,The Lorax,Dr. Seuss,1971,4.35,226564
810993139,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2004,3.96,254852
1599906953,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,2012,4.24,274987
1595141979,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,2008,4.37,266742
684803356,For Whom the Bell Tolls,Ernest Hemingway,1940,3.95,195063
345505336,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2009,3.98,197294
140120831,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",1985,4,178135
60838582,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2001,3.73,179347
747599874,The Tales of Beedle the Bard,J.K. Rowling,2007,4.06,284833
441569595,Neuromancer,William Gibson,1984,3.88,183878
99910101,A Farewell to Arms,Ernest Hemingway,1929,3.79,186613
553212281,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,1843,4.15,195689
1590302257,The Art of War,"Sun Tzu, Thomas Cleary",-500,3.95,167332
385344228,Defending Jacob,William Landay,2012,3.97,182025
385334206,Breakfast of Champions,Kurt Vonnegut Jr.,1973,4.08,178154
874774241,The New Drawing on the Right Side of the Brain,Betty Edwards,1979,3.84,218264
60838728,Bel Canto,Ann Patchett,2001,3.92,192330
739467352,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997,4,171558
375508414,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,4.26,207508
385474547,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958,3.61,199346
385338694,The Undomestic Goddess,Sophie Kinsella,2005,3.82,200509
1881273156,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,1990,4.23,165675
1416589643,Little Bee,Chris Cleave,2008,3.7,116784
031253275X,"Evermore (The Immortals, #1)",Alyson Noel,2009,3.59,230031
590032496,The Witches,"Roald Dahl, Quentin Blake",1983,4.17,221431
743298020,The Thirteenth Tale,Diane Setterfield,2006,3.95,213200
1595142509,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,2010,4.37,224247
1595141987,"Blood Promise (Vampire Academy, #4)",Richelle Mead,2009,4.35,231853
446676071,Message in a Bottle,Nicholas Sparks,1998,3.95,185116
345521307,The Paris Wife,Paula McLain,2011,3.79,191850
545044251,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,1998,4.74,190050
62059963,"The Elite (The Selection, #2)",Kiera Cass,2013,4.02,234247
156001314,The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett",1980,4.11,200217
1416914633,Go Ask Alice,"Beatrice Sparks, Anonymous",1971,3.77,196677
802130208,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",1980,3.89,170776
158049580X,The Importance of Being Earnest,Oscar Wilde,1895,4.17,210630
1423140605,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,2012,4.47,277491
60855924,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,1983,3.97,190590
1400079276,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",2002,4.13,167593
525945563,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981,4.01,194013
553803700,"I, Robot (Robot #0.1)",Isaac Asimov,1950,4.17,198368
451216954,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005,4.21,227021
1416989439,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,2010,4.07,226237
61726818,Before I Fall,Lauren Oliver,2010,3.92,220160
679457313,The God of Small Things,Arundhati Roy,1997,3.91,165378
670024783,The Invention of Wings,Sue Monk Kidd,2014,4.23,168006
141043768,What Alice Forgot,Liane Moriarty,2009,4.05,165704
553380168,A Brief History of Time,"Stephen Hawking, Cao Chi, Ph?m Van Thi?u",1987,4.12,165628
525951652,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2010,4.26,168911
1439148503,Under the Dome,Stephen King,2009,3.89,183292
553380958,Snow Crash,Neal Stephenson,1992,4.02,175883
670061050,Just Listen,Sarah Dessen,2006,4.06,202180
525467564,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard",1926,4.34,207550
62060554,Before I Go to Sleep,S.J. Watson,2011,3.87,180896
1420925539,A Study in Scarlet,Arthur Conan Doyle,1887,4.15,201499
375826726,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,2008,4.03,211645
310276993,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,2002,3.9,170491
312360282,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",2007,3.93,205340
451457811,"Storm Front (The Dresden Files, #1)",Jim Butcher,2000,4.02,203053
1593082649,Northanger Abbey,"Jane Austen, Alfred MacAdam",1817,3.8,205167
399162410,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013,4.1,260048
802142842,Cold Mountain,Charles Frazier,1997,3.83,185979
60245867,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",1985,4.24,198083
312323867,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,2005,3.92,172417
822210894,A Streetcar Named Desire,Tennessee Williams,1947,3.97,194493
751537284,The Historian,Elizabeth Kostova,2005,3.77,190473
385353308,Station Eleven,Emily St. John Mandel,2014,4.02,160466
1476738017,A Man Called Ove,"Fredrik Backman, Henning Koch",2012,4.35,183777
1406321346,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,2013,4.59,162099
1416500189,"The Good Earth (House of Earth, #1)",Pearl S. Buck,1931,3.97,182220
140135154,Ways of Seeing,John Berger,1972,3.75,155658
385335970,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992,4.31,178110
743495667,In Her Shoes,Jennifer Weiner,2002,3.78,167400
345368584,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,4.48,155338
1594489580,The Brief Wondrous Life of Oscar Wao,Junot Díaz,2007,3.89,160330
61120065,Their Eyes Were Watching God,Zora Neale Hurston,1937,3.87,181106
439321603,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,3.95,185928
316322407,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",2012,4.06,214412
141439807,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,3.84,205064
080701429X,Man's Search for Meaning,Viktor E. Frankl,1946,4.33,171281
670038601,"In the Woods (Dublin Murder Squad, #1)",Tana French,2007,3.74,188024
618680004,The God Delusion,Richard Dawkins,2006,3.89,162740
525422943,"Where She Went (If I Stay, #2)",Gayle Forman,2011,4.06,193141
345915593,The World According to Garp,John Irving,1978,4.07,167106
515141429,"Killing Floor (Jack Reacher, #1)",Lee Child,1997,4.04,162972
375757325,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,3.66,178188
937832383,The Prince,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,3.78,153128
440238153,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000,4.06,192315
765346524,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,1994,4.13,175771
1439153663,The Kitchen House,Kathleen Grissom,2010,4.18,168082
316769029,Franny and Zooey,J.D. Salinger,1961,3.98,152906
385720920,Choke,Chuck Palahniuk,2001,3.69,154643
374528373,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,4.3,155838
375822747,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,2003,3.85,198809
60541814,The Andromeda Strain,Michael Crichton,1969,3.87,173186
451933028,The Green Mile,Stephen King,1996,4.42,173950
000100039X,The Prophet,Kahlil Gibran,1923,4.22,142641
394541553,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,1985,4.35,184007
312379838,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",2008,3.95,191743
812550757,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1986,4.04,164287
684823780,Mere Christianity,C.S. Lewis,1952,4.31,184759
1400031702,The Secret History,Donna Tartt,1992,4.07,168405
375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2000,3.68,145459
553381679,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,1980,4.02,176062
439228905,Black Beauty,Anna Sewell,1877,3.94,183255
192833987,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,4.11,168037
679735771,American Psycho,Bret Easton Ellis,1991,3.81,166083
613371658,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000,3.76,193140
1400034779,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,1998,3.75,180320
1582406723,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",2004,4.3,164530
451457994,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,1968,4.12,170841
1590525132,Redeeming Love,Francine Rivers,1991,4.48,157506
842342702,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",1995,3.81,161173
62059998,"The One (The Selection, #3)",Kiera Cass,2014,4.21,139544
545265355,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,2010,4.49,129665
805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,3.6,152786
593053893,Remember Me?,Sophie Kinsella,2008,3.76,170096
812517725,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,1990,4.2,162595
743477154,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990,4.01,167379
385074077,The Complete Stories and Poems,Edgar Allan Poe,1849,4.37,160063
553256696,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,4.42,171384
192835084,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1892,4.29,139816
553381547,The Prince of Tides,Pat Conroy,1986,4.22,159596
312282990,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,4.17,147717
802798233,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,4.07,198627
805072454,Peter Pan,"J.M. Barrie, Michael Hague",1904,4.1,169306
689865392,"Pretties (Uglies, #2)",Scott Westerfeld,2005,3.85,193405
965341984,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",1994,4.17,133408
739465511,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,2005,4.14,149438
375507256,Cloud Atlas,David Mitchell,2004,4.01,152441
767902890,The Things They Carried,Tim O'Brien,1990,4.12,168678
1844137872,Wall and Piece,Banksy,1988,3.83,149453
006197806X,"Pandemonium (Delirium, #2)",Lauren Oliver,2012,4.07,181656
307277887,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,3.89,150055
1841493007,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002,3.97,190565
765305119,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,1991,4.23,153809
141439491,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",1726,3.55,168727
743482751,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,4.06,175616
393320979,Beowulf,"Unknown, Seamus Heaney",975,3.42,155903
1401207529,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,4.23,145267
62409859,Go Set a Watchman,Harper Lee,2015,3.31,138669
316143472,When You Are Engulfed in Flames,David Sedaris,2008,4.04,150898
316134023,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011,4.04,198283
1409151174,"Red Queen (Red Queen, #1)",Victoria Aveyard,2015,4.08,83354
1400069289,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2011,4.03,155977
679751521,Midnight in the Garden of Good and Evil,John Berendt,1994,3.9,167997
1301949825,"Hopeless (Hopeless, #1)",Colleen Hoover,2012,4.34,189938
142437018,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1905,4.2,199872
142406252,The Truth About Forever,Sarah Dessen,2004,4.13,179415
439861365,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,1954,3.9,189671
1595143068,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,2010,4.42,206792
64400026,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams",1935,4.18,195424
380002558,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",1922,4.29,173469
60589469,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,1974,3.76,139411
375759239,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897,3.8,159752
60887303,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,2006,3.9,156328
670241334,Corduroy,Don Freeman,1948,4.28,160860
1594200823,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,2006,4.17,133271
316176486,Life After Life,Kate Atkinson,2013,3.74,138454
446696129,The Rescue,Nicholas Sparks,2000,4.1,142092
045057458X,Needful Things,Stephen King,1991,3.87,153821
385335997,"Voyager (Outlander, #3)",Diana Gabaldon,1993,4.38,157395
393315053,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",1996,4.12,156869
307348245,Cujo,Stephen King,1981,3.65,158215
747560595,The Virgin Suicides,Jeffrey Eugenides,1993,3.83,159249
441012183,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004,4.13,199572
141439599,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,3.77,171599
192840398,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,3.64,158877
394820371,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",1961,4.22,178432
765326353,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,2010,4.64,144822
1841493015,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,2003,4.03,181323
078685197X,It's Kind of a Funny Story,Ned Vizzini,2006,4.14,161001
765316889,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,2007,4.35,150736
034552554X,The Language of Flowers,Vanessa Diffenbaugh,2011,4.07,140076
156389341X,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",1986,4.25,135979
446617792,"The Angel Experiment (Maximum Ride, #1)",James Patterson,2005,4.08,172302
1573225517,High Fidelity,Nick Hornby,1995,3.94,134849
446696110,The Guardian,Nicholas Sparks,2003,4.14,136427
385721676,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,2003,4,151500
60574216,"Men Are from Mars, Women Are from Venus",John Gray,1998,3.52,113915
60899220,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2000,4,134177
99244721,Timeline,Michael Crichton,1999,3.83,148563
486266893,Candide,Voltaire,1759,3.76,151471
374480095,Tuck Everlasting,Natalie Babbitt,1975,3.85,174280
2253147699,Christine,"Stephen King, Marie Milpois",1983,3.72,151160
1713221,Are You My Mother?,P.D. Eastman,1960,4.16,174204
071483355X,The Story of Art,E.H. Gombrich,1950,3.83,164708
312642962,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013,4.3,193766
751532711,"Rich Dad, Poor Dad",Robert T. Kiyosaki,1997,3.95,153764
1442426640,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,2011,4.16,190722
670020559,The Magicians (The Magicians #1),Lev Grossman,2009,3.47,147908
1421501686,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata",2004,4.42,139501
689875347,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,2003,3.79,173613
60529709,Everything Is Illuminated,Jonathan Safran Foer,2002,3.9,131492
752863886,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,1986,4.09,142168
425266745,"Easy (Contours of the Heart, #1)",Tammara Webber,2012,4.11,133937
140439447,David Copperfield,"Charles Dickens, Jeremy Tambling",1849,3.96,150512
316013684,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",2007,4.11,160607
679760806,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,4.32,131389
